director_name,ceremony,year,category,outcome,original_language
Tom Ford,Georgia Film Critics Association (GFCA),2017,GFCA Award,Nominated,en
Tom Ford,Gold Derby Awards,2017,Gold Derby Award,Nominated,en
Tom Ford,North Carolina Film Critics Association,2017,NCFCA Award,Nominated,en
Tom Ford,Online Film & Television Association,2017,OFTA Film Award,Nominated,en
Tom Ford,Online Film Critics Society Awards,2017,OFCS Award,Nominated,en
Tom Ford,"Writers Guild of America, USA",2017,WGA Award (Screen),Nominated,en
Emmett Malloy,Palm Springs International Film Festival,2017,Directors to Watch,Won,en
Hiroshi Ikeda,Tokyo Anime Award,2017,Special Award,Won,ja
Adam Curtis,BAFTA Awards,2017,BAFTA TV Award,Nominated,en
Damjan Kozole,Cleveland International Film Festival,2017,George Gund III Memorial Central and Eastern European Film Competition,Nominated,sl
Damjan Kozole,FEST International Film Festival,2017,Nebojsa Djukelic Foundation Award,Won,sl
Narciso Ibรกรฑez Serrador,"Feroz Awards, ES",2017,Honorary Award,Won,es
Cher,Shorty Awards,2017,Shorty Award,Nominated,en
Markus Goller,Hamburg Film Festival,2017,Art Cinema Award,Nominated,de
Tim Allen,"People's Choice Awards, USA",2017,People's Choice Award,Nominated,en
Stephen Cornwell,PGA Awards,2017,PGA Award,Nominated,en
Valdรญs ร“skarsdรณttir,"Edda Awards, Iceland",2017,Edda Award,Nominated,en
Christine Swanson,Black Reel Awards,2017,Black Reel,Nominated,en
Jake Goldberger,Woods Hole Film Festival,2017,Audience Award,3rd place,en
Szabolcs Hajdu,Cleveland International Film Festival,2017,George Gund III Memorial Central and Eastern European Film Competition,Nominated,hu
Daniel De La Vega,Argentinean Film Critics Association Awards,2017,Silver Condor,Nominated,en
Simcha Jacobovici,"Canadian Screen Awards, CA",2017,Gordon Sinclair Award for Broadcast Journalism,Won,en
Brett Harvey,Leo Awards,2017,Leo,Nominated,en
James Kerwin,Treklanta Independent Star Trek Fan Film Awards,2017,Treklanta Independent Star Trek Fan Film Award,Won,en
Emilis Velyvis,Lithuanian Film Awards,2017,Silver Crane,Won,en
Emilis Velyvis,Lithuanian Film Awards,2017,Silver Crane,Nominated,en
Maciej Pieprzyca,Shanghai International Film Festival,2017,Golden Goblet,Won,en
Maciej Pieprzyca,Shanghai International Film Festival,2017,Golden Goblet,Nominated,en
Konstantin Maksimov,"Golden Eagle Awards, Russia",2017,Golden Eagle,Nominated,ru
Tarik Saleh,Art Film Festival,2017,Blue Angel,Nominated,sv
Tarik Saleh,Sundance Film Festival,2017,Grand Jury Prize,Won,sv
Frank Matson,Primetime Emmy Awards,2017,Primetime Emmy,Nominated,en
Jamie Jay Johnson,"Broadcast Awards, UK",2017,Broadcast Awards,Nominated,en
Asghar Farhadi,Asian Film Awards,2017,Asian Film Award,Won,fa
Aisling Walsh,Edinburgh International Film Festival,2017,Best International Feature Film,Nominated,en
Aisling Walsh,Montclair Film Festival (MFF),2017,Audience Award,Won,en
Michael Austin,Los Angeles Film Awards,2017,Festival Award,Won,en
Onur รnlรผ,Istanbul International Film Festival,2017,Golden Tulip,Nominated,tr
Frank Merle,Festigious International Film Festival,2017,Festival Award,Won,en
Frank Merle,Illinois International Film Festival (IIFF),2017,Festival Prize,Won,en
Frank Merle,Los Angeles Film Festival,2017,Filmmaker Award,Won,en
Frank Merle,"Los Angeles Movie Awards, US",2017,Audience Award,Won,en
Frank Merle,Mindfield Film Festival Los Angeles,2017,Diamond Award,Won,en
Jacques Doillon,Cannes Film Festival,2017,Palme d'Or,Nominated,fr
Orhan Eskikoy,Istanbul International Film Festival,2017,Golden Tulip,Nominated,en
Orhan Eskikoy,Karlovy Vary International Film Festival,2017,East of West Award,Nominated,en
Megumi Sasaki,Rhode Island International Film Festival,2017,First Prize,Won,en
Yeลim Ustaoฤlu,Istanbul International Film Festival,2017,Golden Tulip,Won,tr
Yeลim Ustaoฤlu,Istanbul International Film Festival,2017,Golden Tulip,Nominated,tr
Yoshifumi Kondรด,Tokyo Anime Award,2017,Special Award,Won,ja
Sam Gorski,The Streamy Awards,2017,Streamy Award,Nominated,en
Mateo Gil,Fantasporto,2017,International Fantasy Film Award,Won,es
Kirill Serebrennikov,Cleveland International Film Festival,2017,George Gund III Memorial Central and Eastern European Film Competition,Nominated,ru
Kirill Serebrennikov,FEST International Film Festival,2017,Jury Prize- Main Program,Won,ru
Kirill Serebrennikov,FEST International Film Festival,2017,FEDEORA Jury Award,Won,ru
Kirill Serebrennikov,Fribourg International Film Festival,2017,Grand Prix,Nominated,ru
Kirill Serebrennikov,Nashville Film Festival,2017,Grand Jury Prize,Nominated,ru
Kirill Serebrennikov,Nika Awards,2017,Nika,Nominated,ru
Kirill Serebrennikov,Russian Guild of Film Critics,2017,White Elephant,Nominated,ru
Nikolai Dostal,Nika Awards,2017,Nika,Nominated,ru
Daniel MacIvor,"Canadian Screen Awards, CA",2017,Canadian Screen Award,Won,en
Raimund Huber,Fright Night Theatre Film Festival (FNTFF),2017,Festival Prize,Nominated,en
Raimund Huber,HorrorHound Weekend Film Festival,2017,Festival Award,Nominated,en
Raimund Huber,Independent Horror Movie Awards,2017,February Award,Won,en
Raimund Huber,Motor City Nightmares International Film Festival,2017,Festival Award,Nominated,en
Raimund Huber,Vancouver Badass Film Festival,2017,Badass,Won,en
Ivan O'Mahoney,Screen Producers Australia Awards,2017,SPA Award,Nominated,en
Byron Howard,"Academy Awards, USA",2017,Oscar,Won,en
Byron Howard,BAFTA Awards,2017,BAFTA Film Award,Nominated,en
Byron Howard,Alliance of Women Film Journalists,2017,EDA Award,Won,en
Byron Howard,Annie Awards,2017,Annie,Won,en
Byron Howard,Gold Derby Awards,2017,Gold Derby Award,Won,en
Byron Howard,Gold Derby Awards,2017,Gold Derby Award,Nominated,en
Byron Howard,International Online Cinema Awards (INOCA),2017,INOCA,Won,en
Byron Howard,Online Film & Television Association,2017,OFTA Film Award,2nd place,en
Byron Howard,Seattle Film Critics Awards,2017,Seattle Film Critics Award,Won,en
Yorgos Lanthimos,"Academy Awards, USA",2017,Oscar,Nominated,en
Yorgos Lanthimos,Cannes Film Festival,2017,Best Screenplay,Won,en
Yorgos Lanthimos,Cannes Film Festival,2017,Palme d'Or,Nominated,en
Yorgos Lanthimos,Central Ohio Film Critics Association,2017,COFCA Award,Nominated,en
Yorgos Lanthimos,Chlotrudis Awards,2017,Chlotrudis Award,Won,en
Yorgos Lanthimos,Denver Film Critics Society,2017,DFCS Award,Nominated,en
Yorgos Lanthimos,Gaudรญ Awards,2017,Gaudรญ Award,Nominated,en
Yorgos Lanthimos,Gay and Lesbian Entertainment Critics Association (GALECA),2017,Dorian Award,Nominated,en
Yorgos Lanthimos,Georgia Film Critics Association (GFCA),2017,GFCA Award,Nominated,en
Yorgos Lanthimos,Gold Derby Awards,2017,Gold Derby Award,Nominated,en
Yorgos Lanthimos,International Cinephile Society Awards,2017,ICS Award,Nominated,en
Yorgos Lanthimos,International Online Cinema Awards (INOCA),2017,INOCA,Nominated,en
Yorgos Lanthimos,Online Film & Television Association,2017,OFTA Film Award,Nominated,en
Yorgos Lanthimos,Online Film Critics Society Awards,2017,OFCS Award,Nominated,en
Yorgos Lanthimos,Robert Festival,2017,Robert,Nominated,en
Yorgos Lanthimos,Sitges - Catalonian International Film Festival,2017,Best Film,Nominated,en
Christian Tafdrup,Bodil Awards,2017,Bodil,Won,da
Christian Tafdrup,Bodil Awards,2017,Bodil,Nominated,da
Christian Tafdrup,Nordic Council,2017,Nordic Council's Film Prize,Nominated,da
Christian Tafdrup,Robert Festival,2017,Robert,Won,da
Christian Tafdrup,Robert Festival,2017,Robert,Nominated,da
Lukasz Palkowski,Polish Film Festival,2017,Golden Lion,Nominated,en
Olivia M. Lamasan,Star Awards for Movies,2017,Star Award,Nominated,en
Yogaraj Bhat,Filmfare Awards South,2017,Filmfare Award - Kannada Film Industry,Nominated,kn
Yogaraj Bhat,South Indian International Movie Awards,2017,SIIMA - Kannada,Nominated,kn
Bogusลaw Linda,Seattle International Film Festival,2017,Golden Space Needle Award,Nominated,pl
Paul Crowder,Primetime Emmy Awards,2017,Primetime Emmy,Nominated,en
Paul Crowder,"American Cinema Editors, USA",2017,Eddie,Nominated,en
Ryan Barton-Grimley,Top Indie Film Awards,2017,Top Indie Film Award,Won,de
Ryan Barton-Grimley,Top Indie Film Awards,2017,Top Indie Film Award,Nominated,de
Maria Govan,Nashville Film Festival,2017,Special Jury Prize,Won,en
Maria Govan,Nashville Film Festival,2017,Honorable Mention,Won,en
Maria Govan,Nashville Film Festival,2017,Grand Jury Prize,Nominated,en
Ciro Guerra,Argentinean Film Critics Association Awards,2017,Silver Condor,Won,es
Ciro Guerra,Premios ACE,2017,Premio ACE,Won,es
Ciro Guerra,Riviera International Film Festival,2017,Grand Jury Prize,Won,es
Ciro Guerra,Riviera International Film Festival,2017,Jury Prize,Nominated,es
Breno Silveira,Monte-Carlo TV Festival,2017,Golden Nymph,Nominated,pt
Chris Kennedy,Art Directors Guild,2017,Excellence in Production Design Award,Nominated,en
Lee Joon-ik,Buil Film Awards,2017,Buil Film Award,Nominated,ko
Lee Joon-ik,Chunsa Film Art Awards,2017,Chunsa Film Art Award,Nominated,ko
Adriรกn Biniez,San Sebastiรกn International Film Festival,2017,Horizons Award,Nominated,es
Ryan Thompson,"Canadian Screen Awards, CA",2017,Canadian Screen Award,Nominated,en
Ryan Thompson,Leo Awards,2017,Leo,Nominated,en
Daniel Grou,Directors Guild of Canada,2017,DGC Team Award,Nominated,fr
Brad Peyton,"Canadian Screen Awards, CA",2017,Canadian Screen Award,Nominated,en
Michael A. Nickles,Los Angeles Greek Film Festival (LAGFF),2017,Orpheus Award,Nominated,en
Jennifer M. Kroot,Cleveland International Film Festival,2017,Nesnady and Schwartz Documentary Competition,Nominated,en
Jennifer M. Kroot,"FilmOut San Diego, US",2017,FilmOut Audience Awards,Won,en
Jennifer M. Kroot,Nashville Film Festival,2017,SPECTRUM Audience Award,Won,en
Jennifer M. Kroot,SXSW Film Festival,2017,Audience Award,Won,en
Jennifer M. Kroot,SXSW Film Festival,2017,SXSW Chicken & Egg Award,Nominated,en
Chi Chang,Taipei Film Festival,2017,Festival Prize,Won,zh
Harvey Weinstein,Primetime Emmy Awards,2017,Primetime Emmy,Nominated,en
Harvey Weinstein,20/20 Awards,2017,Felix,Nominated,en
Adriano Goldman,Primetime Emmy Awards,2017,Primetime Emmy,Nominated,en
Adriano Goldman,BAFTA Awards,2017,BAFTA TV Award,Nominated,en
Leigh Jason,CinEuphoria Awards,2017,CinEuphoria,Won,en
Laura Poitras,Sheffield International Documentary Festival,2017,Grand Jury Award,Nominated,en
Laura Poitras,Sundance Film Festival,2017,Short Film Grand Jury Prize,Nominated,en
Shin Yeon-shick,Chunsa Film Art Awards,2017,Chunsa Film Art Award,Nominated,ko
Brian A Miller,Primetime Emmy Awards,2017,Primetime Emmy,Won,en
Brian A Miller,Primetime Emmy Awards,2017,Primetime Emmy,Nominated,en
Ferenc Tรถrรถk,Berlin International Film Festival,2017,Panorama Audience Award,3rd place,hu
Ferenc Tรถrรถk,Jerusalem Film Festival,2017,The Avner Shalev Yad Vashem Chairman's Award,Won,hu
Ferenc Tรถrรถk,Jerusalem Film Festival,2017,The Wilf Family Foundation Award,Nominated,hu
Ferenc Tรถrรถk,Jerusalem Film Festival,2017,The Lia Van Leer Award,Nominated,hu
Emma Freeman,Australian Directors Guild Awards,2017,ADG Award,Won,en
Brian Baugh,GMA Dove Awards,2017,Dove,Nominated,en
Matteo Rovere,David di Donatello Awards,2017,David,Nominated,it
Frederick Wiseman,"Academy Awards, USA",2017,Honorary Award,Won,en
Frederick Wiseman,Hamburg Film Festival,2017,Art Cinema Award,Nominated,en
Frederick Wiseman,London Film Festival,2017,Grierson Award,Nominated,en
Frederick Wiseman,San Sebastiรกn International Film Festival,2017,Zabaltegi Section,Nominated,en
Frederick Wiseman,Venice Film Festival,2017,Fair Play Cinema Award,Won,en
Frederick Wiseman,Venice Film Festival,2017,FIPRESCI Prize,Won,en
Frederick Wiseman,Venice Film Festival,2017,Golden Lion,Nominated,en
Gaylene Preston,Adelaide Film Festival,2017,Foxtel Movies International Award,Nominated,en
Mathieu Amalric,Cannes Film Festival,2017,Un Certain Regard - Poetry of Cinema Award,Won,en
Mathieu Amalric,Cannes Film Festival,2017,Un Certain Regard Award,Nominated,en
Mathieu Amalric,Hamburg Film Festival,2017,Critics Award,Nominated,en
Scott Hamilton Kennedy,Cleveland International Film Festival,2017,Global Health Competition,Nominated,en
Fredrik Bond,"Directors Guild of America, USA",2017,DGA Award,Nominated,en
Philipp Kadelbach,German Television Awards,2017,German Television Award,Nominated,de
Philipp Kadelbach,"Golden Camera, Germany",2017,Golden Camera,Won,de
Philipp Kadelbach,Studio Hamburg Newcomer Award,2017,Hamburger Krimipreis zu Ehren Jรผrgen Rolands,Won,de
Ezra Edelman,"Academy Awards, USA",2017,Oscar,Won,en
Ezra Edelman,Primetime Emmy Awards,2017,Primetime Emmy,Won,en
Ezra Edelman,Primetime Emmy Awards,2017,Primetime Emmy,Nominated,en
Ezra Edelman,Alliance of Women Film Journalists,2017,EDA Award,Nominated,en
Ezra Edelman,Black Reel Awards,2017,Black Reel,Won,en
Ezra Edelman,Black Reel Awards,2017,Black Reel,Nominated,en
Ezra Edelman,"Cinema Eye Honors Awards, US",2017,Cinema Eye Honors Award,Won,en
Ezra Edelman,"Cinema Eye Honors Awards, US",2017,Cinema Eye Honors Award,Nominated,en
Ezra Edelman,"Directors Guild of America, USA",2017,DGA Award,Won,en
Ezra Edelman,Film Independent Spirit Awards,2017,Independent Spirit Award,Won,en
Ezra Edelman,Gold Derby Awards,2017,Gold Derby Award,Won,en
Ezra Edelman,International Online Cinema Awards (INOCA),2017,INOCA,Won,en
Ezra Edelman,Online Film & Television Association,2017,OFTA Film Award,Won,en
Ezra Edelman,PGA Awards,2017,PGA Award,Won,en
Ezra Edelman,Seattle Film Critics Awards,2017,Seattle Film Critics Award,Won,en
Charles Officer,Hot Docs Canadian International Documentary Festival,2017,Best Canadian Documentary,Won,en
Charles Officer,Hot Docs Canadian International Documentary Festival,2017,Audience Award,Nominated,en
Jim McKay,Locarno International Film Festival,2017,Golden Leopard,Nominated,en
Caleb Deschanel,20/20 Awards,2017,Felix,Nominated,en
Claude Lanzmann,Cannes Film Festival,2017,Golden Eye,Nominated,en
Ben Wheatley,Rotterdam International Film Festival,2017,MovieZone Award,Nominated,en
Barbara Topsรธe-Rothenborg,Bodil Awards,2017,Streaming Award,Nominated,da
Barbara Topsรธe-Rothenborg,Robert Festival,2017,Audience Award,Won,da
Barbara Topsรธe-Rothenborg,Robert Festival,2017,Robert,Nominated,da
Claudio Giovannesi,BIFEST - Bari International Film Festival,2017,Italian Competition Award,Won,it
Claudio Giovannesi,David di Donatello Awards,2017,David,Nominated,it
Claudio Giovannesi,Golden Ciak Awards,2017,Golden Ciak,Won,it
Claudio Giovannesi,Golden Ciak Awards,2017,Golden Ciak,Nominated,it
Claudio Giovannesi,Italian National Syndicate of Film Journalists,2017,Silver Ribbon,Nominated,it
Joshua Safdie,Cannes Film Festival,2017,Palme d'Or,Nominated,en
Joshua Safdie,International Cinephile Society Awards,2017,ICS Cannes Award,Won,en
Joshua Safdie,Jerusalem Film Festival,2017,The Wilf Family Foundation Award,Nominated,en
Joshua Safdie,Locarno International Film Festival,2017,Variety Piazza Grande Award,Nominated,en
Tim Roth,Film Independent Spirit Awards,2017,Independent Spirit Award,Nominated,en
Aaron Woodley,Canadian Cinema Editors Awards,2017,Canadian Cinema Editors Award,Won,en
Aaron Woodley,International Online Cinema Awards (INOCA),2017,Halfway Award,Nominated,en
Seth Green,Behind the Voice Actors Awards,2017,BTVA Television Voice Acting Award,Won,en
Peter Bratt,Cleveland International Film Festival,2017,Nesnady and Schwartz Documentary Competition,Nominated,en
Peter Bratt,Hot Docs Canadian International Documentary Festival,2017,Audience Award,Nominated,en
Peter Bratt,Minneapolis St. Paul International Film Festival,2017,Audience Choice Award,Won,en
Peter Bratt,Montclair Film Festival (MFF),2017,Audience Award,Won,en
Peter Bratt,Nashville Film Festival,2017,Nashville Area Hispanic Chamber of Commerce Award,Won,en
Peter Bratt,San Francisco International Film Festival,2017,Audience Award,Won,en
Peter Bratt,Seattle International Film Festival,2017,Golden Space Needle Award,Won,en
Peter Bratt,Sundance Film Festival,2017,Grand Jury Prize,Nominated,en
Antonio Manetti,Venice Film Festival,2017,Golden Lion,Nominated,it
Mia Hansen-Lรธve,Bodil Awards,2017,Bodil,Nominated,fr
Mia Hansen-Lรธve,International Cinephile Society Awards,2017,ICS Award,Nominated,fr
Mia Hansen-Lรธve,International Online Cinema Awards (INOCA),2017,INOCA,Nominated,fr
Alain Guiraudie,Cartagena Film Festival,2017,Gemas Award,Nominated,fr
Alain Guiraudie,"Lumiere Awards, France",2017,Lumiere Award,Nominated,fr
Alper Mestรงi,SIYAD Turkish Film Critics Association Award,2017,Giovanni Scognamillo Award,Nominated,tr
Aubrey Nealon,"Canadian Screen Awards, CA",2017,Canadian Screen Award,Nominated,en
Kambuzia Partovi,Fajr Film Festival,2017,Crystal Simorgh,Won,fa
Mani Haghighi,Seattle International Film Festival,2017,Golden Space Needle Award,Nominated,fa
Nithiwat Tharathorn,Thailand National Film Association Awards,2017,National Film Association Award,Nominated,th
Alice de Andrade,Miami Film Festival,2017,Knight Documentary Achievement Award,Nominated,pt
Cris D'amato,Cinema Brazil Grand Prize,2017,Cinema Brazil Grand Prize,Nominated,pt
Gareth Edwards,"Academy of Science Fiction, Fantasy & Horror Films, USA",2017,Saturn Award,Won,en
Gareth Edwards,Blue Ribbon Awards,2017,Blue Ribbon Award,Won,en
Gareth Edwards,"Empire Awards, UK",2017,Empire Award,Won,en
Gareth Edwards,Hugo Awards,2017,Hugo,Nominated,en
Rithy Panh,Istanbul International Film Festival,2017,FACE Award,Nominated,en
